ReturnHistoryID,HistoricalPerformanceID,ExternalID,EndDate,TimePeriod,Value,CategorySize,Type
385256557,16742910,10000,5/31/2010,M1,-7.78223,NULL,6
385256558,16742910,10000,4/30/2010,M1,6.42958,NULL,6
385256559,16742910,10000,3/31/2010,M1,7.98487,NULL,6
385256560,16742910,10000,2/28/2010,M1,4.71085,NULL,6
385256561,16742910,10000,1/31/2010,M1,-2.23304,NULL,6
385256567,16742911,10000,12/31/2009,M1,6.72378,NULL,6
385256568,16742911,10000,11/30/2009,M1,4.05763,NULL,6
385256569,16742911,10000,10/31/2009,M1,-6.01476,NULL,6
385256570,16742911,10000,9/30/2009,M1,4.88933,NULL,6
385256571,16742911,10000,8/31/2009,M1,7.34378,NULL,6
385256572,16742911,10000,7/31/2009,M1,11.68957,NULL,6
385256573,16742911,10000,6/30/2009,M1,-0.74371,NULL,6
385256574,16742911,10000,5/31/2009,M1,3.94385,NULL,6
385256575,16742911,10000,4/30/2009,M1,19.89958,NULL,6
385256576,16742911,10000,3/31/2009,M1,9.3032,NULL,6
385256577,16742911,10000,2/28/2009,M1,-13.05253,NULL,6
385256578,16742911,10000,1/31/2009,M1,-11.32264,NULL,6
385256584,16742912,10000,12/31/2008,M1,4.7445,NULL,6
385256585,16742912,10000,11/30/2008,M1,-11.08754,NULL,6
385256586,16742912,10000,10/31/2008,M1,-19.9559,NULL,6
385256587,16742912,10000,9/30/2008,M1,-6.74837,NULL,6
385256588,16742912,10000,8/31/2008,M1,3.99113,NULL,6
385256589,16742912,10000,7/31/2008,M1,2.90122,NULL,6
385256590,16742912,10000,6/30/2008,M1,-11.13287,NULL,6
385256591,16742912,10000,5/31/2008,M1,3.27879,NULL,6
385256592,16742912,10000,4/30/2008,M1,4.0589,NULL,6
385256593,16742912,10000,3/31/2008,M1,-0.58648,NULL,6
385256594,16742912,10000,2/29/2008,M1,-3.12649,NULL,6
385256595,16742912,10000,1/31/2008,M1,-3.42159,NULL,6
385256601,16742913,10000,12/31/2007,M1,-1.36372,NULL,6
385256602,16742913,10000,11/30/2007,M1,-6.2391,NULL,6
385256603,16742913,10000,10/31/2007,M1,1.24708,NULL,6
385256604,16742913,10000,9/30/2007,M1,1.12967,NULL,6
385256605,16742913,10000,8/31/2007,M1,1.29054,NULL,6
385256606,16742913,10000,7/31/2007,M1,-6.75773,NULL,6
385256607,16742913,10000,6/30/2007,M1,-2.20002,NULL,6
385256608,16742913,10000,5/31/2007,M1,4.08828,NULL,6
385256609,16742913,10000,4/30/2007,M1,2.26864,NULL,6
385256610,16742913,10000,3/31/2007,M1,0.86866,NULL,6
385256611,16742913,10000,2/28/2007,M1,-0.10422,NULL,6
385256612,16742913,10000,1/31/2007,M1,2.18466,NULL,6
385256618,16742914,10000,12/31/2006,M1,0.44892,NULL,6
385256619,16742914,10000,11/30/2006,M1,3.33426,NULL,6
385256620,16742914,10000,10/31/2006,M1,4.78214,NULL,6
385256621,16742914,10000,9/30/2006,M1,0.59777,NULL,6
385256622,16742914,10000,8/31/2006,M1,2.42227,NULL,6
385256623,16742914,10000,7/31/2006,M1,-1.8068,NULL,6
385256624,16742914,10000,6/30/2006,M1,1.0299,NULL,6
385256625,16742914,10000,5/31/2006,M1,-3.43384,NULL,6
385256626,16742914,10000,4/30/2006,M1,0.36153,NULL,6
385256627,16742914,10000,3/31/2006,M1,3.78693,NULL,6
385256628,16742914,10000,2/28/2006,M1,-0.13051,NULL,6
385256629,16742914,10000,1/31/2006,M1,7.48981,NULL,6
385256635,16742915,10000,12/31/2005,M1,-0.31984,NULL,6
385256636,16742915,10000,11/30/2005,M1,4.51148,NULL,6
385256637,16742915,10000,10/31/2005,M1,-3.19324,NULL,6
385256638,16742915,10000,9/30/2005,M1,0.18044,NULL,6
385256639,16742915,10000,8/31/2005,M1,-1.84846,NULL,6
385256640,16742915,10000,7/31/2005,M1,6.26475,NULL,6
385256641,16742915,10000,6/30/2005,M1,3.80161,NULL,6
385256642,16742915,10000,5/31/2005,M1,5.39441,NULL,6
385256643,16742915,10000,4/30/2005,M1,-4.63305,NULL,6
385256644,16742915,10000,3/31/2005,M1,-2.12125,NULL,6
385256645,16742915,10000,2/28/2005,M1,2.01685,NULL,6
385256646,16742915,10000,1/31/2005,M1,-4.0792,NULL,6
385256652,16742916,10000,12/31/2004,M1,2.84273,NULL,6
385256653,16742916,10000,11/30/2004,M1,7.93001,NULL,6
385256654,16742916,10000,10/31/2004,M1,1.72459,NULL,6
385256655,16742916,10000,9/30/2004,M1,3.1158,NULL,6
385256656,16742916,10000,8/31/2004,M1,0.68154,NULL,6
385256657,16742916,10000,7/31/2004,M1,-4.70319,NULL,6
385256658,16742916,10000,6/30/2004,M1,4.82461,NULL,6
385256659,16742916,10000,5/31/2004,M1,1.87776,NULL,6
385256660,16742916,10000,4/30/2004,M1,-5.56899,NULL,6
385256661,16742916,10000,3/31/2004,M1,1.11512,NULL,6
385256662,16742916,10000,2/29/2004,M1,1.63586,NULL,6
385256663,16742916,10000,1/31/2004,M1,3.30805,NULL,6
385256669,16742917,10000,12/31/2003,M1,4.06294,NULL,6
385256670,16742917,10000,11/30/2003,M1,4.12375,NULL,6
385256671,16742917,10000,10/31/2003,M1,7.77491,NULL,6
385256672,16742917,10000,9/30/2003,M1,-0.75372,NULL,6
385256673,16742917,10000,8/31/2003,M1,3.83291,NULL,6
385256674,16742917,10000,7/31/2003,M1,4.80228,NULL,6
385256675,16742917,10000,6/30/2003,M1,1.69866,NULL,6
385256676,16742917,10000,5/31/2003,M1,9.11669,NULL,6
385256677,16742917,10000,4/30/2003,M1,9.97351,NULL,6
385256678,16742917,10000,3/31/2003,M1,0.62441,NULL,6
385256679,16742917,10000,2/28/2003,M1,-2.59132,NULL,6
385256680,16742917,10000,1/31/2003,M1,-2.6556,NULL,6
385256686,16742918,10000,12/31/2002,M1,-2.91075,NULL,6
385256687,16742918,10000,11/30/2002,M1,7.3823,NULL,6
385256688,16742918,10000,10/31/2002,M1,1.07116,NULL,6
385256689,16742918,10000,9/30/2002,M1,-6.36692,NULL,6
385256690,16742918,10000,8/31/2002,M1,0.76307,NULL,6
385256691,16742918,10000,7/31/2002,M1,-11.39881,NULL,6
385256692,16742918,10000,6/30/2002,M1,-3.45559,NULL,6
385256693,16742918,10000,5/31/2002,M1,-3.05403,NULL,6
385256694,16742918,10000,4/30/2002,M1,2.11142,NULL,6
385256695,16742918,10000,3/31/2002,M1,7.55101,NULL,6
385256696,16742918,10000,2/28/2002,M1,0.41661,NULL,6
385256697,16742918,10000,1/31/2002,M1,0.41766,NULL,6
385256703,16742919,10000,12/31/2001,M1,5.6491,NULL,6
385256704,16742919,10000,11/30/2001,M1,7.18884,NULL,6
385256705,16742919,10000,10/31/2001,M1,3.29863,NULL,6
385256706,16742919,10000,9/30/2001,M1,-10.60152,NULL,6
385256707,16742919,10000,8/31/2001,M1,-0.76749,NULL,6
385256708,16742919,10000,7/31/2001,M1,-1.09396,NULL,6
385256709,16742919,10000,6/30/2001,M1,2.49041,NULL,6
385256710,16742919,10000,5/31/2001,M1,3.21765,NULL,6
385256711,16742919,10000,4/30/2001,M1,5.23609,NULL,6
385256712,16742919,10000,3/31/2001,M1,-2.94985,NULL,6
385256713,16742919,10000,2/28/2001,M1,-0.91077,NULL,6
385256714,16742919,10000,1/31/2001,M1,2.58215,NULL,6
385256720,16742920,10000,12/31/2000,M1,10.45918,NULL,6
385256721,16742920,10000,11/30/2000,M1,-3.6387,NULL,6
385256722,16742920,10000,10/31/2000,M1,-0.87142,NULL,6
385256723,16742920,10000,9/30/2000,M1,-1.07252,NULL,6
385256724,16742920,10000,8/31/2000,M1,5.76342,NULL,6
385256725,16742920,10000,7/31/2000,M1,1.98449,NULL,6
385256726,16742920,10000,6/30/2000,M1,1.45362,NULL,6
385256727,16742920,10000,5/31/2000,M1,-1.09227,NULL,6
385256728,16742920,10000,4/30/2000,M1,-1.412,NULL,6
385256729,16742920,10000,3/31/2000,M1,4.06447,NULL,6
385256730,16742920,10000,2/29/2000,M1,2.69971,NULL,6
385256731,16742920,10000,1/31/2000,M1,-3.82945,NULL,6
385256737,16742921,10000,12/31/1999,M1,2.97738,NULL,6
385256738,16742921,10000,11/30/1999,M1,0.50642,NULL,6
385256739,16742921,10000,10/31/1999,M1,-0.31552,NULL,6
385256740,16742921,10000,9/30/1999,M1,-1.97692,NULL,6
385256741,16742921,10000,8/31/1999,M1,-3.32738,NULL,6
385256742,16742921,10000,7/31/1999,M1,-1.4061,NULL,6
385256743,16742921,10000,6/30/1999,M1,4.62121,NULL,6
385256744,16742921,10000,5/31/1999,M1,3.41112,NULL,6
385256745,16742921,10000,4/30/1999,M1,10.30654,NULL,6
385256746,16742921,10000,3/31/1999,M1,0.25193,NULL,6
385256747,16742921,10000,2/28/1999,M1,-6.39954,NULL,6
385256748,16742921,10000,1/31/1999,M1,-1.78213,NULL,6
385256756,16742922,10000,12/31/1995,M1,3.0626,NULL,6
385256757,16742922,10000,11/30/1995,M1,4.81866,NULL,6
385256758,16742922,10000,10/31/1995,M1,-4.53802,NULL,6
385256759,16742922,10000,9/30/1995,M1,0.93431,NULL,6
385256760,16742922,10000,8/31/1995,M1,2.15481,NULL,6
385256761,16742922,10000,7/31/1995,M1,4.59702,NULL,6
385256762,16742922,10000,6/30/1995,M1,3.95858,NULL,6
385256763,16742922,10000,5/31/1995,M1,1.61413,NULL,6
385256764,16742922,10000,4/30/1995,M1,2.74973,NULL,6
385256765,16742922,10000,3/31/1995,M1,1.51337,NULL,6
385256766,16742922,10000,2/28/1995,M1,3.92823,NULL,6
385256767,16742922,10000,1/31/1995,M1,-0.40809,NULL,6
385256775,16742923,10000,12/31/1994,M1,2.34491,NULL,6
385256776,16742923,10000,11/30/1994,M1,-4.59873,NULL,6
385256777,16742923,10000,10/31/1994,M1,-1.19273,NULL,6
385256778,16742923,10000,9/30/1994,M1,-0.08621,NULL,6
385256779,16742923,10000,8/31/1994,M1,4.58635,NULL,6
385256780,16742923,10000,7/31/1994,M1,2.33021,NULL,6
385256781,16742923,10000,6/30/1994,M1,-1.28203,NULL,6
385256782,16742923,10000,5/31/1994,M1,-0.42415,NULL,6
385256783,16742923,10000,4/30/1994,M1,0.37564,NULL,6
385256784,16742923,10000,3/31/1994,M1,-4.96777,NULL,6
385256785,16742923,10000,2/28/1994,M1,-0.72202,NULL,6
385256786,16742923,10000,1/31/1994,M1,3.74843,NULL,6
385256794,16742924,10000,12/31/1993,M1,3.61158,NULL,6
385256795,16742924,10000,11/30/1993,M1,-2.21667,NULL,6
385256796,16742924,10000,10/31/1993,M1,2.79627,NULL,6
385256797,16742924,10000,9/30/1993,M1,1.15392,NULL,6
385256798,16742924,10000,8/31/1993,M1,3.66763,NULL,6
385256799,16742924,10000,7/31/1993,M1,1.73452,NULL,6
385256800,16742924,10000,6/30/1993,M1,1.16317,NULL,6
385256801,16742924,10000,5/31/1993,M1,3.77375,NULL,6
385256802,16742924,10000,4/30/1993,M1,-2.62762,NULL,6
385256803,16742924,10000,3/31/1993,M1,3.7098,NULL,6
385256804,16742924,10000,2/28/1993,M1,0.20763,NULL,6
385256805,16742924,10000,1/31/1993,M1,4.10371,NULL,6
385256813,16742925,10000,12/31/1992,M1,3.95585,NULL,6
385256814,16742925,10000,11/30/1992,M1,5.72252,NULL,6
385256815,16742925,10000,10/31/1992,M1,1.67602,NULL,6
385256816,16742925,10000,9/30/1992,M1,1.58057,NULL,6
385256817,16742925,10000,8/31/1992,M1,-2.82304,NULL,6
385256818,16742925,10000,7/31/1992,M1,2.8308,NULL,6
385256819,16742925,10000,6/30/1992,M1,-2.14527,NULL,6
385256820,16742925,10000,5/31/1992,M1,1.55949,NULL,6
385256821,16742925,10000,4/30/1992,M1,-0.67577,NULL,6
385256822,16742925,10000,3/31/1992,M1,-1.87349,NULL,6
385256823,16742925,10000,2/29/1992,M1,4.16648,NULL,6
385256824,16742925,10000,1/31/1992,M1,7.24704,NULL,6
385256832,16742926,10000,12/31/1991,M1,7.265,NULL,6
385256833,16742926,10000,11/30/1991,M1,-4.642,NULL,6
385256834,16742926,10000,10/31/1991,M1,1.752,NULL,6
385256835,16742926,10000,9/30/1991,M1,-0.517,NULL,6
385256836,16742926,10000,8/31/1991,M1,3.107,NULL,6
385256837,16742926,10000,7/31/1991,M1,3.816,NULL,6
385256838,16742926,10000,6/30/1991,M1,-2.884,NULL,6
385256839,16742926,10000,5/31/1991,M1,3.944,NULL,6
385256840,16742926,10000,4/30/1991,M1,1.579,NULL,6
385256841,16742926,10000,3/31/1991,M1,5.314,NULL,6
385256842,16742926,10000,2/28/1991,M1,10.919,NULL,6
385256843,16742926,10000,1/31/1991,M1,6.525,NULL,6
385256851,16742927,10000,12/31/1990,M1,3.918,NULL,6
385256852,16742927,10000,11/30/1990,M1,6.619,NULL,6
385256853,16742927,10000,10/31/1990,M1,-6.308,NULL,6
385256854,16742927,10000,9/30/1990,M1,-8.483,NULL,6
385256855,16742927,10000,8/31/1990,M1,-11.008,NULL,6
385256856,16742927,10000,7/31/1990,M1,-4.221,NULL,6
385256857,16742927,10000,6/30/1990,M1,-0.824,NULL,6
385256858,16742927,10000,5/31/1990,M1,5.699,NULL,6
385256859,16742927,10000,4/30/1990,M1,-4.544,NULL,6
385256860,16742927,10000,3/31/1990,M1,2.222,NULL,6
385256861,16742927,10000,2/28/1990,M1,2.546,NULL,6
385256862,16742927,10000,1/31/1990,M1,-7.87,NULL,6
385256870,16742928,10000,12/31/1989,M1,-0.217,NULL,6
385256871,16742928,10000,11/30/1989,M1,-0.285,NULL,6
385256872,16742928,10000,10/31/1989,M1,-6.302,NULL,6
385256873,16742928,10000,9/30/1989,M1,0.397,NULL,6
385256874,16742928,10000,8/31/1989,M1,3.723,NULL,6
385256875,16742928,10000,7/31/1989,M1,3.446,NULL,6
385256876,16742928,10000,6/30/1989,M1,-0.596,NULL,6
385256877,16742928,10000,5/31/1989,M1,3.344,NULL,6
385256878,16742928,10000,4/30/1989,M1,3.607,NULL,6
385256879,16742928,10000,3/31/1989,M1,2.33,NULL,6
385256880,16742928,10000,2/28/1989,M1,0.821,NULL,6
385256881,16742928,10000,1/31/1989,M1,5.346,NULL,6
385256889,16742929,10000,12/31/1988,M1,2.482,NULL,6
385256890,16742929,10000,11/30/1988,M1,-2.583,NULL,6
385256891,16742929,10000,10/31/1988,M1,0.136,NULL,6
385256892,16742929,10000,9/30/1988,M1,2.91,NULL,6
385256893,16742929,10000,8/31/1988,M1,-1.605,NULL,6
385256894,16742929,10000,7/31/1988,M1,0.026,NULL,6
385256895,16742929,10000,6/30/1988,M1,6.881,NULL,6
385256896,16742929,10000,5/31/1988,M1,-1.367,NULL,6
385256897,16742929,10000,4/30/1988,M1,1.312,NULL,6
385256898,16742929,10000,3/31/1988,M1,2.273,NULL,6
385256899,16742929,10000,2/29/1988,M1,7.41,NULL,6
385256900,16742929,10000,1/31/1988,M1,6.118,NULL,6
385256906,16742930,10000,12/31/1987,M1,5.869,NULL,6
385256907,16742930,10000,11/30/1987,M1,-4.036,NULL,6
385256908,16742930,10000,10/31/1987,M1,-25.907,NULL,6
385256909,16742930,10000,9/30/1987,M1,-2.28,NULL,6
385256910,16742930,10000,8/31/1987,M1,3.681,NULL,6
385256911,16742930,10000,7/31/1987,M1,3.448,NULL,6
385256912,16742930,10000,6/30/1987,M1,2.187,NULL,6
385256913,16742930,10000,5/31/1987,M1,-0.112,NULL,6
385256914,16742930,10000,4/30/1987,M1,-2.585,NULL,6
385256915,16742930,10000,3/31/1987,M1,1.289,NULL,6
385256916,16742930,10000,2/28/1987,M1,6.205,NULL,6
385256922,16742931,10000,12/31/1998,M1,3.80155,NULL,6
385256923,16742931,10000,11/30/1998,M1,3.41561,NULL,6
385256924,16742931,10000,10/31/1998,M1,4.01989,NULL,6
385256925,16742931,10000,9/30/1998,M1,6.02094,NULL,6
385256926,16742931,10000,8/31/1998,M1,-16.45454,NULL,6
385256927,16742931,10000,7/31/1998,M1,-6.74901,NULL,6
385256928,16742931,10000,6/30/1998,M1,-0.29511,NULL,6
385256929,16742931,10000,5/31/1998,M1,-4.1946,NULL,6
385256930,16742931,10000,4/30/1998,M1,0.27751,NULL,6
385256931,16742931,10000,3/31/1998,M1,4.93869,NULL,6
385256932,16742931,10000,2/28/1998,M1,6.99678,NULL,6
385256933,16742931,10000,1/31/1998,M1,-1.04641,NULL,6
385256939,16742932,10000,12/31/1997,M1,2.4501,NULL,6
385256940,16742932,10000,11/30/1997,M1,0.03095,NULL,6
385256941,16742932,10000,10/31/1997,M1,-3.75652,NULL,6
385256942,16742932,10000,9/30/1997,M1,6.97204,NULL,6
385256943,16742932,10000,8/31/1997,M1,1.62361,NULL,6
385256944,16742932,10000,7/31/1997,M1,5.72899,NULL,6
385256945,16742932,10000,6/30/1997,M1,5.10982,NULL,6
385256946,16742932,10000,5/31/1997,M1,10.43343,NULL,6
385256947,16742932,10000,4/30/1997,M1,0.0266,NULL,6
385256948,16742932,10000,3/31/1997,M1,-2.86935,NULL,6
385256949,16742932,10000,2/28/1997,M1,-0.17511,NULL,6
385256950,16742932,10000,1/31/1997,M1,2.26364,NULL,6
385256956,16742933,10000,12/31/1996,M1,1.96963,NULL,6
385256957,16742933,10000,11/30/1996,M1,4.79852,NULL,6
385256958,16742933,10000,10/31/1996,M1,1.0103,NULL,6
385256959,16742933,10000,9/30/1996,M1,3.46463,NULL,6
385256960,16742933,10000,8/31/1996,M1,5.01704,NULL,6
385256961,16742933,10000,7/31/1996,M1,-6.19871,NULL,6
385256962,16742933,10000,6/30/1996,M1,-1.80368,NULL,6
385256963,16742933,10000,5/31/1996,M1,3.39736,NULL,6
385256964,16742933,10000,4/30/1996,M1,3.9687,NULL,6
385256965,16742933,10000,3/31/1996,M1,2.70225,NULL,6
385256966,16742933,10000,2/29/1996,M1,2.07862,NULL,6
385256967,16742933,10000,1/31/1996,M1,0.48408,NULL,6
