ReturnHistoryID,HistoricalPerformanceID,ExternalID,EndDate,TimePeriod,Value,CategorySize,Type
385257846,16742985,100,2/28/2006,M1,-9.77332,NULL,6
385257847,16742985,100,1/31/2006,M1,20.35409,NULL,6
385257853,16742986,100,12/31/2005,M1,12.66749,NULL,6
385257854,16742986,100,11/30/2005,M1,9.5665,NULL,6
385257855,16742986,100,10/31/2005,M1,-7.54744,NULL,6
385257856,16742986,100,9/30/2005,M1,17.00591,NULL,6
385257857,16742986,100,8/31/2005,M1,4.79801,NULL,6
385257858,16742986,100,7/31/2005,M1,-2.48362,NULL,6
385257859,16742986,100,6/30/2005,M1,8.60518,NULL,6
385257860,16742986,100,5/31/2005,M1,3.14476,NULL,6
385257861,16742986,100,4/30/2005,M1,-10.8715,NULL,6
385257862,16742986,100,3/31/2005,M1,-5.50007,NULL,6
385257863,16742986,100,2/28/2005,M1,7.80489,NULL,6
385257864,16742986,100,1/31/2005,M1,-7.01103,NULL,6
385257870,16742987,100,12/31/2004,M1,-7.81413,NULL,6
385257871,16742987,100,11/30/2004,M1,3.02479,NULL,6
385257872,16742987,100,10/31/2004,M1,1.4228,NULL,6
385257873,16742987,100,9/30/2004,M1,10.17369,NULL,6
385257874,16742987,100,8/31/2004,M1,8.37937,NULL,6
385257875,16742987,100,7/31/2004,M1,-1.61725,NULL,6
385257876,16742987,100,6/30/2004,M1,-3.55803,NULL,6
385257877,16742987,100,5/31/2004,M1,10.33212,NULL,6
385257878,16742987,100,4/30/2004,M1,-23.50182,NULL,6
385257879,16742987,100,3/31/2004,M1,6.93726,NULL,6
385257880,16742987,100,2/29/2004,M1,4.61709,NULL,6
385257881,16742987,100,1/31/2004,M1,-12.23065,NULL,6
385257887,16742988,100,12/31/2003,M1,-1.65707,NULL,6
385257888,16742988,100,11/30/2003,M1,15.23453,NULL,6
385257889,16742988,100,10/31/2003,M1,9.34903,NULL,6
385257890,16742988,100,9/30/2003,M1,-0.45327,NULL,6
385257891,16742988,100,8/31/2003,M1,14.40292,NULL,6
385257892,16742988,100,7/31/2003,M1,5.70662,NULL,6
385257893,16742988,100,6/30/2003,M1,5.83226,NULL,6
385257894,16742988,100,5/31/2003,M1,12.48456,NULL,6
385257895,16742988,100,4/30/2003,M1,-1.00588,NULL,6
385257896,16742988,100,3/31/2003,M1,-7.31911,NULL,6
385257897,16742988,100,2/28/2003,M1,-10.44902,NULL,6
385257898,16742988,100,1/31/2003,M1,0.79128,NULL,6
385257904,16742989,100,12/31/2002,M1,24.81332,NULL,6
385257905,16742989,100,11/30/2002,M1,0.17374,NULL,6
385257906,16742989,100,10/31/2002,M1,-10.32782,NULL,6
385257907,16742989,100,9/30/2002,M1,0.82026,NULL,6
385257908,16742989,100,8/31/2002,M1,18.55731,NULL,6
385257909,16742989,100,7/31/2002,M1,-17.27325,NULL,6
385257910,16742989,100,6/30/2002,M1,-12.79597,NULL,6
